	Domain	Phylum	Class	Order	Family	Genus
N342	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Pseudospirillum
N343	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	
N344	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ascidiaceihabitans
N345	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Formosa
N346	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.3
N347	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	OM182_clade	
N348	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	IIa.A
N349	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade2	SAR202_clade2	
N350	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	I_basal
N351	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
N352	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	IIb
N353	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	
N354	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	
N355	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996_marine_group	
N356	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	IIa.A
N358	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.3
N359	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
N360	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N362						
N363	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N365	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.4
N367	Bacteria					
N368	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	III	IIIa
N369	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	
N370	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996_marine_group	
N371	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N372	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.3
N373	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	T9d	
N374	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ib_other
N375	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255_marine_benthic_group	
N376	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996_marine_group	
N377	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	
N378	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	IIa_basal
N379	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ib.2
N380	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	IIa.B
N381	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	
N382	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade1	SAR202_clade1	
N383	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia
N384	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktomarina
N385	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	
N386	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.3
N387	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	OM43_clade
N388	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	
N389	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade3	SAR202_clade3	
N390	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade1	SAR202_clade1	
N392	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade2	SAR202_clade2	
N393	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.1
N394	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade2	SAR202_clade2	
N395	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	II
N396	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	
N397	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	
N398	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	
N399	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	
N400	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	uncharact1
N401	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade3	SAR202_clade3	
N402	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade2	SAR202_clade2	
N403	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade2	SAR202_clade2	
N404	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	
N405	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	II
N406	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	OM43_clade
N407	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ascidiaceihabitans
N408	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade		
N409	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	IIa.B
N410	Bacteria	Verrucomicrobia	Arctic97B-4_marine_group	Verrucomicrobia:Arctic97B-4	Arctic97B-4_marine_group	
N411	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	II
N412	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N413	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
N414	Bacteria	Proteobacteria	Gammaproteobacteria	E01-9C-26_marine_group		
N415	Bacteria					
N416	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N417	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS2b_marine_group
N418	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N419	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	
N420	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N421	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	
N422	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	
N423	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	IIa.B
N424	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996_marine_group	
N425	Bacteria					
N426	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter
N427	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OM1_clade	Candidatus_Actinomarina
N428	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	OM182_clade	
N429	Bacteria	Proteobacteria	Gammaproteobacteria	E01-9C-26_marine_group		
N430	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade1	SAR202_clade1	
N431	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	IV	IV
N432	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	OM43_clade
N433	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ib_other
N434	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Pseudospirillum
N435	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade1	SAR202_clade1	
N436	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.3
N437	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	
N438	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.4.N1	
N439	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996_marine_group	
N440	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	IIa_basal
N441	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	II
N442	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	Porticoccus
N443	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	clade N2	
N444	Bacteria	Proteobacteria	AEGEAN-245			
N445	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N446	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	uncharact1
N447	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N448	Bacteria					
N449	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
N450	Bacteria	Chloroflexi				
N451	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	NS10_marine_group
N452	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N453	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade	SAR202_clade	
N454	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	I_basal
N455	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	IIa.B
N457	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	
N458	Bacteria	Chloroflexi				
N459	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospira
N460	Bacteria					
N461	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N462	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	Candidatus_Puniceispirillum
N463	Bacteria	Proteobacteria	Betaproteobacteria	Hydrogenophilales	Hydrogenophilaceae	
N464	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
N465	Bacteria					
N466	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	IIa.A
N468	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N469	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	
N471	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ib.2
N472	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	
N473	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	
N474	Bacteria	Chloroflexi				
N475	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade2	SAR202_clade2	
N476	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes:BD2-11		
N477	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade1	SAR202_clade1	
N478	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
N479	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group
N480	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N481	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	
N482	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade1	SAR202_clade1	
N483	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ib_other
N484	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	
N485	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	IIa.B
N486	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ib.2
N487	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Formosa
N488	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	
N489	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade2	SAR202_clade2	
N490	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	IIa_basal
N491	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	OM182_clade	
N492	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	
N493	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.3
N494	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade		
N495	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade	SAR202_clade	
N496	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	
N497	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	IV	IV
N498	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade4	SAR202_clade4	
N499	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	II
N500	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ib.1
N501	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospira
N502	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	II
N503	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	I_basal
N504	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N505	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	clade N2	
N506	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.3
N507	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
N508	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	
N509	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	uncharact1
N510	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes:BD2-11		
N512	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade2	SAR202_clade2	
N513	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
N514	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N515	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade4	SAR202_clade4	
N516	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	
N517	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	
N518	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	IV	IV
N520	Bacteria	Verrucomicrobia	Arctic97B-4_marine_group	Verrucomicrobia:Arctic97B-4	Arctic97B-4_marine_group	
N521	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	OM182_clade	
N522	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.1
N523	Bacteria	Chloroflexi	S085			
N524	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Marinoscillum
N525	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	
N526	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	IIa
N527	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N528	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia
N529	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter
N530	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ib_other
N531	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	IIa_basal
N532	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	II
N533	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	II
N534	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade3	SAR202_clade3	
N536	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	
N537	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Marinoscillum
N538	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	
N539	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5)_clade
N540	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N541	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	
N542	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	
N543	Bacteria	Chloroflexi	S085			
N544	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS7_marine_group	
N546	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	IIa.B
N547	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.3
N548	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola
N549	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade3	SAR202_clade3	
N550	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	IIa.B
N551	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255_marine_benthic_group	
N552	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	
N553	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N554	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade3	SAR202_clade3	
N555	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	IIa.B
N556	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	
N557	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	
N558	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N559	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.3
N560	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Pseudospirillum
N561	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996_marine_group	
N562	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N563	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
N564	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	
N565	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Aureispira
N566	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	
N567	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	IIb
N568	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter
N569	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	clade N2	
N570	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	IV	IV
N572	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade	SAR202_clade	
N573	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	clade N2	
N574	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ib.1
N575	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade1	SAR202_clade1	
N576	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	II
N578	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	
N579	Bacteria	Proteobacteria	ARKICE-90			
N580	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Id
N581	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales		
N582	Bacteria	Proteobacteria	Gammaproteobacteria			
N583	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ic.1
N584	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales		
N585	Bacteria	Proteobacteria	Alphaproteobacteria	OCS116_clade		
N586	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
N587	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	I_basal
N588	Bacteria	Proteobacteria	Gammaproteobacteria	E01-9C-26_marine_group		
N589	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N590	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes:BD2-11		
N591	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N592	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	uncharact1
N593	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade3	SAR202_clade3	
N594	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	
N595	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	
N596	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	
N597	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade3	SAR202_clade3	
N598	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS7_marine_group	
N599	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N600	Bacteria	Verrucomicrobia	Arctic97B-4_marine_group	Verrucomicrobia:Arctic97B-4	Arctic97B-4_marine_group	
N601	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade5	SAR202_clade5	
N602	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	
N603	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N604	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	clade N2	
N605	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ib_other
N606	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade3	SAR202_clade3	
N607	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade1	SAR202_clade1	
N608	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola
N609	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade1	SAR202_clade1	
N610	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade2	SAR202_clade2	
N611	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ic.1
N612	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	
N613	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade2	SAR202_clade2	
N614	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	NS10_marine_group
N615	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade	SAR202_clade	
N616	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Defluviicoccus
N617	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade3	SAR202_clade3	
N618	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola
N619	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
N620	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	IIa.B
N621	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	IIb
N622	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	III	IIIa
N625	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade3	SAR202_clade3	
N626	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	IV	IV
N627	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OM1_clade	Candidatus_Actinomarina
N628	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N629	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N630	Bacteria	Verrucomicrobia	Opitutae	Verrucomicrobia:MB11C04		
N631	Bacteria	Proteobacteria	Alphaproteobacteria	OCS116_clade		
N632	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	clade N2	
N633	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group
N634	Bacteria					
N635	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	
N636	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N637	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	I_basal
N638	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktomarina
N639	Bacteria	Proteobacteria	Gammaproteobacteria			
N640	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	IIa.A
N641	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	
N642	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.3
N643	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	IIb
N644	Bacteria	Acidobacteria	Acidobacteria	Acidobacteria_s6		
N645	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Ulvibacter
N646	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	
N647	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N648	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29		
N649	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N651	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	
N652	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.3
N653	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N654	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	IIa_basal
